N_Minors,Total_PAX,Income_number,Cost,Cost_Income,Lag,Meal_Type,Reservation_Status
4,6,25000,166,0.00664,202,BB,Check-In
2,4,75000,165,0.0022,17,BB,Check-In
4,6,75000,490,0.0065333333333333,191,HB,Check-In
3,4,75000,300,0.004,85,BB,Check-In
2,3,75000,214,0.0028533333333333,215,HB,Check-In
2,3,25000,166,0.00664,106,BB,Check-In
1,3,25000,226,0.00904,109,BB,Check-In
5,9,100000,306,0.00306,155,BB,Check-In
2,4,25000,108,0.00432,12,HB,Check-In
3,8,25000,972,0.03888,29,BB,Check-In
2,3,100000,420,0.0042,113,BB,Check-In
1,3,100000,249,0.00249,75,BB,Check-In
3,6,25000,314,0.01256,94,BB,Check-In
1,6,100000,243,0.00243,9,BB,Check-In
3,4,75000,684,0.00912,143,BB,Check-In
1,2,25000,128,0.00512,43,BB,Check-In
2,3,25000,220,0.0088,37,BB,Check-In
1,2,100000,139,0.00139,119,BB,Check-In
4,7,37500,158,0.0042133333333333,181,BB,Check-In
2,4,100000,280,0.0028,163,BB,Check-In
3,7,37500,203,0.0054133333333333,42,BB,Check-In
2,3,37500,729,0.01944,63,BB,Check-In
2,4,25000,206,0.00824,184,BB,Check-In
2,4,100000,242,0.00242,176,BB,Check-In
1,3,37500,151,0.0040266666666666,75,HB,Check-In
1,3,75000,237,0.00316,33,HB,Check-In
1,4,100000,137,0.00137,114,HB,Check-In
3,6,75000,956,0.0127466666666666,3,HB,Check-In
3,8,75000,197,0.0026266666666666,194,HB,Check-In
2,7,100000,456,0.00456,47,HB,Check-In
3,7,100000,224,0.00224,34,BB,Check-In
2,4,37500,372,0.00992,186,BB,Check-In
1,3,75000,188,0.0025066666666666,73,HB,Check-In
3,8,37500,416,0.0110933333333333,186,BB,Check-In
2,4,25000,212,0.00848,21,HB,Check-In
2,6,25000,172,0.00688,149,BB,Check-In
3,5,37500,729,0.01944,4,BB,Check-In
2,4,75000,118,0.0015733333333333,156,BB,Check-In
4,5,75000,464,0.0061866666666666,157,BB,Check-In
2,6,75000,375,0.005,159,HB,Check-In
4,6,100000,224,0.00224,90,BB,Check-In
1,3,37500,327,0.00872,5,BB,Check-In
1,3,75000,250,0.0033333333333333,154,HB,Check-In
1,4,37500,226,0.0060266666666666,106,BB,Check-In
3,4,75000,202,0.0026933333333333,79,HB,Check-In
3,4,37500,141,0.00376,193,BB,Check-In
2,4,75000,200,0.0026666666666666,182,BB,Check-In
2,4,100000,654,0.00654,70,HB,Check-In
2,4,75000,968,0.0129066666666666,22,BB,Check-In
2,3,25000,460,0.0184,83,BB,Check-In
3,4,37500,516,0.01376,159,BB,Check-In
1,5,37500,157,0.0041866666666666,99,BB,Check-In
2,4,25000,115,0.0046,27,BB,Check-In
3,5,37500,402,0.01072,139,BB,Check-In
1,2,100000,143,0.00143,147,BB,Check-In
2,5,37500,364,0.0097066666666666,185,BB,Check-In
2,4,25000,432,0.01728,205,BB,Check-In
2,3,75000,192,0.00256,46,BB,Check-In
1,5,25000,346,0.01384,119,BB,Check-In
2,4,25000,247,0.00988,205,HB,Check-In
3,5,75000,354,0.00472,18,BB,Check-In
2,6,25000,106,0.00424,131,BB,Check-In
3,6,75000,174,0.00232,170,BB,Check-In
2,7,25000,239,0.00956,178,BB,Check-In
1,5,37500,525,0.014,118,BB,Check-In
1,4,75000,191,0.0025466666666666,191,BB,Check-In
2,4,100000,678,0.00678,114,HB,Check-In
1,3,25000,104,0.00416,116,BB,Check-In
1,5,37500,414,0.01104,155,BB,Check-In
1,3,37500,172,0.0045866666666666,211,BB,Check-In
2,4,75000,102,0.00136,25,BB,Check-In
1,5,25000,504,0.02016,78,BB,Check-In
2,4,75000,142,0.0018933333333333,44,BB,Check-In
1,3,37500,123,0.00328,56,BB,Check-In
2,4,25000,558,0.02232,121,BB,Check-In
2,4,25000,448,0.01792,149,BB,Check-In
2,5,75000,498,0.00664,178,BB,Check-In
1,6,25000,477,0.01908,56,BB,Check-In
1,3,75000,112,0.0014933333333333,70,BB,Check-In
2,4,75000,350,0.0046666666666666,35,BB,Check-In
2,3,75000,194,0.0025866666666666,188,BB,Check-In
1,2,25000,116,0.00464,152,BB,Check-In
1,4,37500,166,0.0044266666666666,165,BB,Check-In
1,5,25000,244,0.00976,155,BB,Check-In
2,4,75000,192,0.00256,217,BB,Check-In
3,5,75000,340,0.0045333333333333,24,BB,Check-In
2,4,25000,154,0.00616,18,BB,Check-In
3,4,37500,186,0.00496,1,BB,Check-In
4,8,25000,193,0.00772,140,BB,Check-In
1,3,37500,248,0.0066133333333333,110,BB,Check-In
2,4,25000,248,0.00992,100,BB,Check-In
3,6,25000,123,0.00492,70,BB,Check-In
2,6,75000,116,0.0015466666666666,164,BB,Check-In
2,3,100000,148,0.00148,171,BB,Check-In
3,5,37500,696,0.01856,68,BB,Check-In
1,2,75000,393,0.00524,174,BB,Check-In
2,7,100000,203,0.00203,157,BB,Check-In
1,3,37500,200,0.0053333333333333,13,BB,Check-In
1,6,100000,170,0.0017,65,HB,Check-In
1,3,75000,119,0.0015866666666666,207,HB,Check-In
2,5,100000,474,0.00474,99,BB,Check-In
2,3,25000,580,0.0232,120,BB,Check-In
2,3,75000,456,0.00608,78,BB,Check-In
3,8,37500,576,0.01536,19,BB,Check-In
4,9,100000,152,0.00152,131,BB,Check-In
1,5,75000,167,0.0022266666666666,196,BB,Check-In
2,5,37500,621,0.01656,162,BB,Check-In
3,7,75000,128,0.0017066666666666,30,BB,Check-In
3,8,37500,236,0.0062933333333333,192,BB,Check-In
2,4,25000,166,0.00664,45,HB,Check-In
3,5,37500,102,0.00272,169,BB,Check-In
2,4,100000,174,0.00174,209,BB,Check-In
3,4,37500,729,0.01944,42,BB,Check-In
1,3,75000,398,0.0053066666666666,202,HB,Check-In
3,8,25000,844,0.03376,-3,BB,Check-In
1,3,25000,254,0.01016,73,BB,Check-In
1,4,75000,151,0.0020133333333333,156,BB,Check-In
3,7,75000,226,0.0030133333333333,117,HB,Check-In
3,7,100000,656,0.00656,75,BB,Check-In
1,3,25000,174,0.00696,81,BB,Check-In
1,3,75000,450,0.006,63,HB,Check-In
4,5,100000,199,0.00199,24,BB,Check-In
2,3,75000,182,0.0024266666666666,167,HB,Check-In
1,2,37500,206,0.0054933333333333,70,BB,Check-In
2,3,75000,594,0.00792,49,BB,Check-In
3,5,25000,184,0.00736,167,HB,Check-In
2,4,37500,250,0.0066666666666666,124,BB,Check-In
5,7,75000,176,0.0023466666666666,75,HB,Check-In
2,4,75000,195,0.0026,49,BB,Check-In
2,4,75000,188,0.0025066666666666,68,HB,Check-In
2,4,75000,639,0.00852,179,HB,Check-In
3,7,37500,358,0.0095466666666666,20,HB,Check-In
2,4,25000,123,0.00492,122,HB,Check-In
1,3,37500,484,0.0129066666666666,100,BB,Check-In
2,6,75000,148,0.0019733333333333,39,HB,Check-In
3,6,37500,100,0.0026666666666666,70,HB,Check-In
2,3,37500,208,0.0055466666666666,59,HB,Check-In
1,2,37500,200,0.0053333333333333,88,BB,Check-In
1,2,75000,173,0.0023066666666666,185,BB,Check-In
1,3,25000,920,0.0368,176,BB,Check-In
1,2,37500,108,0.00288,109,BB,Check-In
4,8,100000,122,0.00122,46,BB,Check-In
2,6,25000,119,0.00476,151,BB,Check-In
1,2,25000,420,0.0168,40,BB,Check-In
3,4,100000,117,0.00117,146,BB,Check-In
2,4,75000,127,0.0016933333333333,162,BB,Check-In
3,4,75000,476,0.0063466666666666,99,HB,Check-In
2,3,25000,678,0.02712,59,BB,Check-In
1,2,75000,154,0.0020533333333333,203,BB,Check-In
1,5,25000,239,0.00956,112,HB,Check-In
1,2,37500,195,0.0052,125,BB,Check-In
2,5,37500,328,0.0087466666666666,130,HB,Check-In
2,3,75000,106,0.0014133333333333,81,BB,Check-In
1,2,25000,197,0.00788,34,BB,Check-In
2,4,75000,236,0.0031466666666666,190,BB,Check-In
3,5,37500,303,0.00808,173,HB,Check-In
2,5,75000,114,0.00152,72,BB,Check-In
2,5,75000,104,0.0013866666666666,57,HB,Check-In
2,5,100000,220,0.0022,77,HB,Check-In
5,6,75000,258,0.00344,141,BB,Check-In
2,4,37500,133,0.0035466666666666,186,BB,Check-In
2,4,75000,639,0.00852,52,BB,Check-In
1,4,25000,700,0.028,71,HB,Check-In
1,4,75000,169,0.0022533333333333,164,HB,Check-In
4,6,100000,464,0.00464,154,BB,Check-In
1,2,100000,245,0.00245,94,BB,Check-In
4,9,100000,171,0.00171,62,BB,Check-In
3,6,37500,321,0.00856,54,HB,Check-In
2,4,25000,627,0.02508,35,BB,Check-In
2,4,100000,424,0.00424,10,BB,Check-In
2,7,37500,454,0.0121066666666666,179,BB,Check-In
2,3,37500,165,0.0044,110,BB,Check-In
3,5,25000,466,0.01864,132,BB,Check-In
1,4,75000,458,0.0061066666666666,70,BB,Check-In
3,5,75000,208,0.0027733333333333,122,BB,Check-In
3,4,37500,490,0.0130666666666666,44,HB,Check-In
3,6,100000,136,0.00136,138,BB,Check-In
2,3,75000,149,0.0019866666666666,14,BB,Check-In
4,6,75000,176,0.0023466666666666,150,BB,Check-In
1,3,37500,142,0.0037866666666666,48,BB,Check-In
2,3,37500,465,0.0124,101,BB,Check-In
3,5,25000,245,0.0098,216,HB,Check-In
4,7,25000,532,0.02128,178,BB,Check-In
3,6,25000,215,0.0086,217,BB,Check-In
1,6,100000,500,0.005,116,BB,Check-In
2,4,100000,220,0.0022,84,BB,Check-In
2,5,100000,155,0.00155,104,BB,Check-In
4,5,25000,199,0.00796,129,BB,Check-In
2,6,100000,136,0.00136,217,BB,Check-In
2,4,75000,464,0.0061866666666666,190,HB,Check-In
2,7,25000,702,0.02808,93,BB,Check-In
3,5,100000,246,0.00246,88,BB,Check-In
1,3,100000,720,0.0072,126,BB,Check-In
4,7,37500,474,0.01264,55,BB,Check-In
3,5,37500,630,0.0168,29,BB,Check-In
2,5,75000,248,0.0033066666666666,109,BB,Check-In
4,6,37500,675,0.018,25,BB,Check-In
3,4,75000,430,0.0057333333333333,135,BB,Check-In
2,4,75000,189,0.00252,212,BB,Check-In
2,3,37500,561,0.01496,149,BB,Check-In
3,4,37500,147,0.00392,121,FB,Check-In
2,3,25000,114,0.00456,67,FB,Check-In
1,3,75000,282,0.00376,35,BB,Check-In
2,3,25000,296,0.01184,77,FB,Check-In
4,6,37500,552,0.01472,123,FB,Check-In
1,2,25000,102,0.00408,173,BB,Check-In
5,10,25000,140,0.0056,53,FB,Check-In
2,3,100000,228,0.00228,120,BB,Check-In
1,2,75000,596,0.0079466666666666,23,FB,Check-In
1,2,25000,123,0.00492,100,BB,Check-In
3,7,75000,327,0.00436,173,FB,Check-In
5,7,75000,486,0.00648,69,FB,Check-In
1,2,37500,278,0.0074133333333333,150,BB,Check-In
2,3,37500,136,0.0036266666666666,215,FB,Check-In
2,6,25000,160,0.0064,65,FB,Check-In
2,4,100000,552,0.00552,39,BB,Check-In
2,3,37500,134,0.0035733333333333,22,BB,Check-In
2,4,75000,192,0.00256,130,FB,Check-In
3,6,25000,140,0.0056,65,HB,Check-In
3,7,37500,207,0.00552,124,FB,Check-In
2,3,37500,207,0.00552,174,HB,Check-In
2,4,75000,247,0.0032933333333333,44,BB,Check-In
2,4,25000,159,0.00636,103,BB,Check-In
1,4,75000,676,0.0090133333333333,40,BB,Check-In
1,3,75000,150,0.002,188,BB,Check-In
2,7,100000,492,0.00492,147,BB,Check-In
2,4,75000,149,0.0019866666666666,153,BB,Check-In
3,6,25000,185,0.0074,195,BB,Check-In
3,4,25000,657,0.02628,65,BB,Check-In
2,5,100000,432,0.00432,206,BB,Check-In
3,6,25000,450,0.018,178,BB,Check-In
2,4,37500,744,0.01984,135,BB,Check-In
3,5,100000,651,0.00651,77,HB,Check-In
2,4,75000,160,0.0021333333333333,197,HB,Check-In
2,4,25000,177,0.00708,169,HB,Check-In
3,5,75000,139,0.0018533333333333,200,HB,Check-In
2,6,25000,209,0.00836,116,HB,Check-In
2,4,25000,384,0.01536,135,HB,Check-In
1,3,25000,103,0.00412,134,HB,Check-In
2,4,25000,480,0.0192,32,BB,Check-In
2,3,75000,166,0.0022133333333333,133,BB,Check-In
3,5,100000,238,0.00238,51,BB,Check-In
2,4,37500,193,0.0051466666666666,145,BB,Check-In
1,3,25000,387,0.01548,70,BB,Check-In
1,3,25000,121,0.00484,197,BB,Check-In
1,2,25000,747,0.02988,201,BB,Check-In
2,3,75000,117,0.00156,66,BB,Check-In
2,3,75000,454,0.0060533333333333,36,BB,Check-In
3,6,25000,202,0.00808,80,BB,Check-In
2,3,25000,338,0.01352,134,BB,Check-In
4,5,25000,442,0.01768,204,BB,Check-In
3,5,75000,161,0.0021466666666666,179,BB,Check-In
1,2,75000,130,0.0017333333333333,4,BB,Check-In
1,3,37500,185,0.0049333333333333,164,BB,Check-In
1,3,75000,597,0.00796,44,BB,Check-In
1,3,100000,216,0.00216,216,BB,Check-In
1,3,37500,374,0.0099733333333333,119,BB,Check-In
2,4,100000,123,0.00123,5,BB,Check-In
1,3,75000,250,0.0033333333333333,56,HB,Check-In
3,5,25000,344,0.01376,31,BB,Check-In
2,5,75000,199,0.0026533333333333,199,BB,Check-In
2,4,75000,828,0.01104,156,HB,Check-In
2,5,25000,230,0.0092,18,BB,Check-In
2,3,37500,876,0.02336,176,BB,Check-In
2,3,75000,408,0.00544,61,BB,Check-In
1,6,75000,342,0.00456,103,BB,Check-In
2,3,75000,210,0.0028,98,BB,Check-In
1,3,37500,466,0.0124266666666666,81,HB,Check-In
2,5,100000,321,0.00321,65,BB,Check-In
3,6,37500,645,0.0172,193,BB,Check-In
4,5,37500,442,0.0117866666666666,160,HB,Check-In
2,4,25000,134,0.00536,55,BB,Check-In
1,4,37500,225,0.006,16,BB,Check-In
3,5,25000,100,0.004,197,BB,Check-In
1,4,37500,300,0.008,208,BB,Check-In
1,3,75000,321,0.00428,17,BB,Check-In
1,3,100000,110,0.0011,115,HB,Check-In
1,4,75000,143,0.0019066666666666,167,BB,Check-In
1,3,25000,447,0.01788,33,BB,Check-In
1,5,25000,162,0.00648,191,BB,Check-In
3,6,37500,500,0.0133333333333333,126,BB,Check-In
4,6,37500,171,0.00456,206,BB,Check-In
2,7,75000,153,0.00204,119,BB,Check-In
3,6,75000,159,0.00212,194,BB,Check-In
2,5,25000,474,0.01896,15,HB,Check-In
1,3,25000,603,0.02412,109,HB,Check-In
3,5,25000,400,0.016,198,HB,Check-In
3,7,75000,500,0.0066666666666666,90,BB,Check-In
1,3,75000,324,0.00432,176,HB,Check-In
1,2,100000,157,0.00157,209,HB,Check-In
2,4,25000,624,0.02496,87,BB,Check-In
3,8,25000,192,0.00768,77,BB,Check-In
2,3,37500,228,0.00608,96,HB,Check-In
3,6,25000,240,0.0096,190,HB,Check-In
1,6,75000,498,0.00664,162,HB,Check-In
2,4,37500,358,0.0095466666666666,106,BB,Check-In
2,5,75000,633,0.00844,190,HB,Check-In
3,7,75000,132,0.00176,139,HB,Check-In
1,6,37500,336,0.00896,153,HB,Check-In
2,4,37500,246,0.00656,48,BB,Check-In
2,3,100000,332,0.00332,162,BB,Check-In
2,3,25000,174,0.00696,108,BB,Check-In
3,5,75000,213,0.00284,133,HB,Check-In
2,5,75000,560,0.0074666666666666,80,HB,Check-In
4,6,25000,206,0.00824,53,HB,Check-In
1,3,25000,226,0.00904,144,BB,Check-In
1,3,37500,615,0.0164,75,HB,Check-In
2,4,25000,440,0.0176,188,HB,Check-In
5,7,100000,266,0.00266,74,HB,Check-In
3,6,75000,327,0.00436,64,BB,Check-In
1,3,37500,227,0.0060533333333333,53,HB,Check-In
1,2,25000,513,0.02052,80,BB,Check-In
2,7,75000,130,0.0017333333333333,112,HB,Check-In
5,7,75000,239,0.0031866666666666,22,HB,Check-In
2,4,100000,312,0.00312,18,BB,Check-In
2,3,37500,221,0.0058933333333333,93,BB,Check-In
3,7,37500,548,0.0146133333333333,163,BB,Check-In
2,6,37500,326,0.0086933333333333,109,HB,Check-In
2,4,37500,358,0.0095466666666666,200,HB,Check-In
4,6,25000,426,0.01704,212,HB,Check-In
2,3,100000,169,0.00169,208,BB,Check-In
2,6,75000,414,0.00552,138,BB,Check-In
2,4,100000,316,0.00316,27,HB,Check-In
2,3,75000,274,0.0036533333333333,35,HB,Check-In
3,4,75000,537,0.00716,140,HB,Check-In
2,5,37500,165,0.0044,161,HB,Check-In
1,4,100000,944,0.00944,-1,HB,Check-In
2,5,37500,254,0.0067733333333333,62,BB,Check-In
2,4,75000,173,0.0023066666666666,214,BB,Check-In
3,4,100000,380,0.0038,12,BB,Check-In
3,5,75000,240,0.0032,0,BB,Check-In
2,3,25000,366,0.01464,75,BB,Check-In
1,3,75000,928,0.0123733333333333,211,BB,Check-In
1,6,75000,144,0.00192,194,BB,Check-In
4,6,25000,114,0.00456,102,BB,Check-In
1,4,75000,507,0.00676,127,BB,Check-In
2,4,75000,214,0.0028533333333333,149,BB,Check-In
2,4,75000,410,0.0054666666666666,168,HB,Check-In
3,7,75000,246,0.00328,94,HB,Check-In
2,7,25000,474,0.01896,215,HB,Check-In
1,2,25000,170,0.0068,58,BB,Check-In
3,6,75000,194,0.0025866666666666,30,HB,Check-In
2,3,75000,250,0.0033333333333333,112,HB,Check-In
3,8,37500,120,0.0032,210,HB,Check-In
1,3,37500,732,0.01952,159,HB,Check-In
2,6,25000,612,0.02448,104,HB,Check-In
1,4,100000,808,0.00808,150,HB,Check-In
2,5,100000,121,0.00121,25,HB,Check-In
2,6,25000,168,0.00672,158,HB,Check-In
2,3,75000,747,0.00996,101,BB,Check-In
2,4,75000,266,0.0035466666666666,64,HB,Check-In
1,3,37500,314,0.0083733333333333,140,HB,Check-In
2,4,37500,191,0.0050933333333333,49,HB,Check-In
3,5,37500,148,0.0039466666666666,157,HB,Check-In
1,4,25000,240,0.0096,219,BB,Check-In
2,4,100000,976,0.00976,205,HB,Check-In
2,5,25000,121,0.00484,195,HB,Check-In
2,3,25000,549,0.02196,53,BB,Check-In
2,4,25000,168,0.00672,32,BB,Check-In
1,4,25000,868,0.03472,29,BB,Check-In
1,3,75000,204,0.00272,139,BB,Check-In
3,5,25000,448,0.01792,216,BB,Check-In
3,5,25000,327,0.01308,48,BB,Check-In
2,3,25000,472,0.01888,95,HB,Check-In
2,3,37500,532,0.0141866666666666,6,BB,Check-In
2,3,25000,222,0.00888,162,BB,Check-In
2,3,37500,169,0.0045066666666666,18,HB,Check-In
2,6,25000,308,0.01232,34,HB,Check-In
4,7,75000,462,0.00616,50,BB,Check-In
3,7,75000,194,0.0025866666666666,49,HB,Check-In
2,5,75000,156,0.00208,90,HB,Check-In
2,3,25000,107,0.00428,30,BB,Check-In
4,5,37500,221,0.0058933333333333,130,BB,Check-In
3,8,37500,339,0.00904,86,BB,Check-In
3,8,100000,119,0.00119,23,BB,Check-In
1,6,25000,750,0.03,74,BB,Check-In
1,2,75000,227,0.0030266666666666,191,HB,Check-In
2,5,25000,100,0.004,167,BB,Check-In
1,6,25000,564,0.02256,23,HB,Check-In
1,3,75000,142,0.0018933333333333,141,BB,Check-In
1,3,25000,237,0.00948,122,BB,Check-In
3,5,25000,312,0.01248,3,HB,Check-In
4,7,75000,203,0.0027066666666666,46,HB,Check-In
1,3,37500,236,0.0062933333333333,203,HB,Check-In
2,6,100000,286,0.00286,69,HB,Check-In
1,3,25000,280,0.0112,43,HB,Check-In
2,3,37500,429,0.01144,154,HB,Check-In
3,4,37500,732,0.01952,113,HB,Check-In
2,3,25000,268,0.01072,137,HB,Check-In
3,7,37500,247,0.0065866666666666,93,BB,Check-In
1,3,37500,600,0.016,174,HB,Check-In
1,4,25000,376,0.01504,21,HB,Check-In
2,3,75000,310,0.0041333333333333,49,HB,Check-In
1,4,25000,143,0.00572,34,HB,Check-In
1,5,37500,244,0.0065066666666666,86,HB,Check-In
1,4,25000,117,0.00468,210,HB,Check-In
3,5,37500,153,0.00408,82,HB,Check-In
1,2,37500,239,0.0063733333333333,163,HB,Check-In
2,3,75000,182,0.0024266666666666,62,HB,Check-In
2,4,25000,672,0.02688,114,HB,Check-In
2,3,25000,179,0.00716,10,HB,Check-In
4,5,37500,237,0.00632,165,HB,Check-In
3,8,100000,177,0.00177,163,HB,Check-In
2,7,75000,127,0.0016933333333333,90,HB,Check-In
1,3,25000,101,0.00404,13,HB,Check-In
1,4,100000,660,0.0066,155,HB,Check-In
2,4,25000,238,0.00952,24,HB,Check-In
2,3,75000,207,0.00276,199,HB,Check-In
1,4,37500,163,0.0043466666666666,91,HB,Check-In
2,3,37500,223,0.0059466666666666,74,BB,Check-In
2,3,25000,116,0.00464,25,BB,Check-In
2,5,100000,238,0.00238,52,BB,Check-In
2,7,100000,741,0.00741,127,HB,Check-In
3,4,37500,179,0.0047733333333333,77,HB,Check-In
4,5,25000,699,0.02796,116,HB,Check-In
1,6,100000,392,0.00392,128,HB,Check-In
3,5,37500,103,0.0027466666666666,110,HB,Check-In
3,5,100000,177,0.00177,209,HB,Check-In
3,5,75000,184,0.0024533333333333,186,HB,Check-In
3,5,100000,120,0.0012,147,BB,Check-In
1,3,75000,136,0.0018133333333333,199,BB,Check-In
1,3,75000,197,0.0026266666666666,16,BB,Check-In
1,3,100000,238,0.00238,215,BB,Check-In
1,3,25000,124,0.00496,71,BB,Check-In
1,3,75000,151,0.0020133333333333,46,BB,Check-In
2,4,75000,500,0.0066666666666666,44,BB,Check-In
1,5,37500,748,0.0199466666666666,74,BB,Check-In
2,7,37500,169,0.0045066666666666,144,HB,Check-In
1,2,75000,386,0.0051466666666666,36,HB,Check-In
3,6,75000,160,0.0021333333333333,156,HB,Check-In
2,3,75000,290,0.0038666666666666,44,HB,Check-In
2,3,37500,126,0.00336,101,HB,Check-In
1,3,75000,184,0.0024533333333333,133,HB,Check-In
2,3,75000,418,0.0055733333333333,87,HB,Check-In
2,4,75000,232,0.0030933333333333,185,HB,Check-In
2,5,25000,303,0.01212,89,HB,Check-In
1,3,37500,124,0.0033066666666666,41,HB,Check-In
3,8,25000,370,0.0148,201,HB,Check-In
4,5,100000,663,0.00663,97,HB,Check-In
1,3,100000,494,0.00494,207,HB,Check-In
3,4,75000,956,0.0127466666666666,70,HB,Check-In
1,3,25000,236,0.00944,19,HB,Check-In
4,7,100000,117,0.00117,205,HB,Check-In
3,6,75000,537,0.00716,198,HB,Check-In
1,4,25000,212,0.00848,56,HB,Check-In
3,6,75000,133,0.0017733333333333,200,BB,Check-In
1,4,37500,988,0.0263466666666666,161,HB,Check-In
3,6,25000,344,0.01376,158,HB,Check-In
2,4,37500,368,0.0098133333333333,105,BB,Check-In
2,3,25000,231,0.00924,52,HB,Check-In
2,3,37500,360,0.0096,159,BB,Check-In
1,2,25000,122,0.00488,161,BB,Check-In
2,4,25000,298,0.01192,63,HB,Check-In
2,4,37500,488,0.0130133333333333,115,HB,Check-In
2,4,75000,101,0.0013466666666666,171,BB,Check-In
2,3,25000,118,0.00472,73,BB,Check-In
1,2,37500,416,0.0110933333333333,130,BB,Check-In
1,3,37500,160,0.0042666666666666,133,BB,Check-In
1,2,75000,160,0.0021333333333333,116,BB,Check-In
3,5,75000,358,0.0047733333333333,4,BB,Check-In
3,4,25000,121,0.00484,202,HB,Check-In
1,3,75000,312,0.00416,28,BB,Check-In
1,2,100000,254,0.00254,155,BB,Check-In
3,5,75000,250,0.0033333333333333,214,BB,Check-In
2,7,37500,248,0.0066133333333333,48,BB,Check-In
3,5,37500,308,0.0082133333333333,119,BB,Check-In
2,4,37500,478,0.0127466666666666,37,BB,Check-In
1,4,75000,168,0.00224,178,BB,Check-In
1,6,25000,784,0.03136,213,BB,Check-In
3,6,37500,537,0.01432,212,BB,Check-In
2,5,25000,193,0.00772,128,BB,Check-In
1,3,37500,256,0.0068266666666666,10,BB,Check-In
3,7,75000,318,0.00424,84,HB,Check-In
1,6,100000,540,0.0054,129,BB,Check-In
1,2,37500,233,0.0062133333333333,196,HB,Check-In
2,4,75000,240,0.0032,152,BB,Check-In
3,5,75000,227,0.0030266666666666,111,HB,Check-In
1,3,37500,507,0.01352,79,BB,Check-In
1,3,37500,226,0.0060266666666666,156,BB,Check-In
1,6,37500,564,0.01504,88,BB,Check-In
2,4,37500,241,0.0064266666666666,99,BB,Check-In
1,4,75000,183,0.00244,24,BB,Check-In
2,4,37500,972,0.02592,214,BB,Check-In
2,3,37500,128,0.0034133333333333,4,BB,Check-In
4,5,25000,187,0.00748,19,BB,Check-In
5,6,25000,536,0.02144,110,BB,Check-In
1,4,37500,278,0.0074133333333333,110,BB,Check-In
2,3,75000,104,0.0013866666666666,138,BB,Check-In
1,3,75000,177,0.00236,74,HB,Check-In
2,3,75000,118,0.0015733333333333,44,BB,Check-In
1,3,75000,216,0.00288,64,BB,Check-In
2,5,100000,138,0.00138,132,HB,Check-In
1,6,25000,239,0.00956,82,BB,Check-In
1,4,37500,648,0.01728,21,BB,Check-In
2,4,37500,474,0.01264,105,HB,Check-In
2,4,25000,242,0.00968,106,BB,Check-In
3,5,100000,345,0.00345,45,BB,Check-In
3,4,37500,320,0.0085333333333333,16,BB,Check-In
2,4,25000,330,0.0132,147,BB,Check-In
2,4,25000,226,0.00904,173,BB,Check-In
3,5,25000,168,0.00672,203,BB,Check-In
2,6,100000,126,0.00126,97,BB,Check-In
1,2,25000,268,0.01072,13,BB,Check-In
1,3,25000,495,0.0198,146,BB,Check-In
1,3,100000,129,0.00129,145,BB,Check-In
1,3,75000,153,0.00204,67,BB,Check-In
2,5,37500,241,0.0064266666666666,184,BB,Check-In
4,5,75000,134,0.0017866666666666,45,BB,Check-In
2,4,100000,348,0.00348,38,BB,Check-In
2,5,25000,139,0.00556,25,BB,Check-In
3,5,37500,247,0.0065866666666666,105,BB,Check-In
3,5,37500,165,0.0044,11,HB,Check-In
1,3,25000,142,0.00568,100,HB,Check-In
1,3,75000,136,0.0018133333333333,124,BB,Check-In
2,6,25000,372,0.01488,44,BB,Check-In
2,4,75000,729,0.00972,203,BB,Check-In
2,3,25000,540,0.0216,77,BB,Check-In
2,4,75000,657,0.00876,56,HB,Check-In
2,3,75000,364,0.0048533333333333,90,BB,Check-In
2,4,75000,158,0.0021066666666666,107,HB,Check-In
2,5,25000,612,0.02448,202,HB,Check-In
2,5,100000,450,0.0045,61,HB,Check-In
1,2,37500,218,0.0058133333333333,92,BB,Check-In
2,4,25000,116,0.00464,17,HB,Check-In
1,2,37500,250,0.0066666666666666,39,HB,Check-In
3,5,25000,306,0.01224,96,HB,Check-In
2,4,25000,185,0.0074,111,HB,Check-In
1,4,100000,182,0.00182,25,HB,Check-In
2,4,100000,187,0.00187,159,HB,Check-In
1,6,25000,101,0.00404,21,HB,Check-In
2,7,100000,240,0.0024,63,HB,Check-In
2,3,75000,304,0.0040533333333333,163,HB,Check-In
4,7,25000,669,0.02676,75,HB,Check-In
2,3,37500,119,0.0031733333333333,210,HB,Check-In
3,4,75000,446,0.0059466666666666,190,HB,Check-In
2,3,25000,555,0.0222,174,HB,Check-In
1,4,25000,220,0.0088,200,HB,Check-In
2,3,25000,350,0.014,9,BB,Check-In
2,3,75000,606,0.00808,2,BB,Check-In
2,4,37500,106,0.0028266666666666,184,BB,Check-In
4,6,75000,466,0.0062133333333333,14,BB,Check-In
2,7,100000,127,0.00127,19,BB,Check-In
3,5,37500,478,0.0127466666666666,87,BB,Check-In
2,4,75000,208,0.0027733333333333,126,BB,Check-In
1,6,25000,474,0.01896,139,BB,Check-In
2,3,25000,912,0.03648,99,BB,Check-In
1,6,37500,226,0.0060266666666666,104,BB,Check-In
2,4,25000,488,0.01952,96,BB,Check-In
3,5,100000,519,0.00519,89,BB,Check-In
4,6,25000,250,0.01,104,BB,Check-In
1,4,37500,360,0.0096,213,BB,Check-In
